c,Year,Round,Player,Sets Won,Legs Won in Current Set,Legs,Order (1 or 2),Shot #,Shot Score,Total Score,Shot Type
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,3,60,321,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,1,60,375,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,2,15,360,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,3,60,300,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,1,60,261,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,2,20,241,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,3,20,221,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,1,3,297,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,2,20,277,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,3,19,258,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,1,20,201,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,2,20,181,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,3,51,130,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,1,60,198,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,2,60,138,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,28,1,3,60,78,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,1,60,70,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,2,60,10,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,1,28,2,3,10,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,2,60,421,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,3,20,401,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,3,20,361,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,1,60,341,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,2,20,321,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,3,60,261,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,1,60,301,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,2,60,241,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,3,20,221,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,1,60,201,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,2,60,141,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,3,60,81,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,1,20,201,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,2,1,200,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,3,19,181,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,1,57,24,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,2,12,12,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,3,0,12,MISS
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,1,60,121,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,2,50,71,BE
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,2,29,1,3,13,58,S
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,1,0,12,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,2,12,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,3,2,29,2,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,3,20,441,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,1,5,496,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,2,20,476,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,3,60,416,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,1,20,421,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,2,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,3,60,301,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,1,60,356,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,2,20,336,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,3,20,316,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,1,20,281,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,2,20,261,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,3,18,243,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,1,60,256,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,2,60,196,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,3,60,136,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,1,20,223,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,2,57,166,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,3,19,147,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,1,60,76,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,2,20,56,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,3,16,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,1,19,128,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,2,60,68,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,30,1,3,1,67,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,1,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,2,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,4,0,30,2,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,2,60,421,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,3,60,361,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,2,19,462,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,3,57,405,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,1,60,301,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,2,20,281,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,3,60,221,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,1,20,385,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,2,19,366,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,3,19,347,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,1,20,201,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,2,20,181,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,3,20,161,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,1,60,287,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,2,60,227,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,3,60,167,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,1,20,141,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,2,57,84,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,3,16,68,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,1,20,147,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,2,20,127,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,31,1,3,57,70,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,1,16,52,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,2,12,40,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,1,31,2,3,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,2,60,421,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,3,20,401,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,3,20,361,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,1,60,341,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,2,20,321,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,3,60,261,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,2,60,281,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,3,60,221,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,1,20,241,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,2,51,190,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,3,20,170,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,1,20,201,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,2,20,181,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,3,17,164,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,1,20,150,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,2,57,93,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,3,57,36,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,1,19,145,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,2,25,120,I
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,32,2,3,15,105,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,1,18,18,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,2,18,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,32,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,3,20,361,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,2,19,462,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,3,19,443,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,2,20,321,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,3,20,301,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,1,60,383,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,2,20,363,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,3,5,358,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,1,60,241,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,2,60,181,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,3,60,121,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,1,20,338,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,2,19,319,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,3,19,300,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,1,16,105,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,2,19,86,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,3,54,32,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,1,20,280,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,2,20,260,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,33,2,3,5,255,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,1,16,16,S
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,2,16,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,4,2,33,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,3,60,401,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,2,19,462,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,3,57,405,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,1,20,381,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,2,57,324,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,3,19,305,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,1,20,385,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,2,19,366,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,3,19,347,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,1,20,285,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,2,57,228,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,3,57,171,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,1,20,327,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,2,19,308,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,3,18,290,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,1,19,152,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,2,20,132,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,3,20,112,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,1,3,287,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,2,60,227,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,3,60,167,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,1,20,92,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,2,1,91,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,3,17,74,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,1,20,147,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,2,19,128,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,34,2,3,18,110,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,1,18,56,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,2,16,40,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,0,34,1,3,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,3,18,443,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,2,57,424,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,3,57,367,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,1,20,423,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,2,57,366,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,3,7,359,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,1,20,347,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,2,20,327,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,3,60,267,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,1,19,340,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,2,20,320,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,3,19,301,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,1,20,247,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,2,51,196,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,3,51,145,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,1,20,281,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,2,19,262,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,3,57,205,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,1,60,85,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,2,45,40,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,3,20,20,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,1,20,185,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,2,57,128,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,35,1,3,19,109,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,1,0,20,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,2,10,10,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,1,35,2,3,10,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,2,19,462,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,3,19,443,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,2,20,461,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,3,21,440,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,1,60,383,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,2,60,323,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,3,60,263,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,1,60,380,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,2,20,360,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,3,57,303,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,1,20,243,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,2,57,186,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,3,57,129,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,1,19,284,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,2,20,264,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,3,20,244,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,1,57,72,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,2,16,56,S
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,3,16,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,1,20,224,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,2,12,212,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,36,2,3,60,152,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,1,0,40,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,2,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,5,2,36,1,3,n/a,0,n/a
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,1,60,441,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,2,60,381,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,3,20,361,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,2,57,424,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,3,19,405,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,1,20,341,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,2,1,340,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,3,20,320,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,1,60,345,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,2,60,285,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,3,60,225,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,1,20,300,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,2,19,281,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,3,57,224,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,1,20,205,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,2,19,186,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,3,57,129,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,1,5,219,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,2,57,162,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,3,57,105,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,1,19,110,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,2,20,90,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,37,2,3,20,70,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,1,50,55,BE
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,2,15,40,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,0,37,1,3,40,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,20,481,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,9,472,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,57,415,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,1,15,486,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,2,20,466,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,3,20,446,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,20,395,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,60,335,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,20,315,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,1,20,426,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,2,20,406,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,3,18,388,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,20,295,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,60,235,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,20,215,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,1,20,368,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,2,20,348,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,3,60,288,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,60,155,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,20,135,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,20,115,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,1,20,268,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,2,57,211,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,3,57,154,TR
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,19,96,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,20,76,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,20,56,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,1,60,94,TR
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,2,20,74,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,3,18,56,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,16,40,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,0,40,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,20,20,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,1,16,40,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,2,20,20,S
Smith v. Van Gerwen,2023,Final,Michael Van Gerwen,3,1,38,2,3,10,10,S
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,1,0,20,MISS
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,2,20,0,D
Smith v. Van Gerwen,2023,Final,Michael Smith,6,0,38,1,3,n/a,0,n/a
