c,Year,Round,Player,Sets Won,Legs Won in Current Set,Legs,Order (1 or 2),Shot #,Shot Score,Total Score,Shot Type
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,2,20,421,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,3,20,401,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,1,20,358,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,2,57,301,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,3,57,244,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,1,20,381,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,2,20,361,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,3,60,301,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,1,60,184,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,2,57,127,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,3,57,70,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,1,20,281,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,2,19,262,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,9,2,3,57,205,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,1,18,52,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,2,20,32,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,0,9,1,3,32,0,D
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,2,19,462,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,3,19,443,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,2,20,461,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,3,19,442,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,1,57,386,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,2,19,367,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,3,20,347,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,1,60,382,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,2,60,322,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,3,20,302,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,1,20,327,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,2,20,307,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,3,20,287,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,1,60,242,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,2,54,188,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,3,18,170,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,1,60,227,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,2,60,167,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,1,3,60,107,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,1,60,110,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,2,60,50,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,1,10,2,3,50,0,BE
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,2,20,421,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,3,60,361,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,2,60,421,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,3,20,401,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,1,60,301,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,2,60,241,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,3,60,181,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,1,60,341,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,2,20,321,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,3,60,261,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,1,60,121,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,2,60,61,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,3,15,46,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,1,20,241,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,2,17,224,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,10,2,3,54,170,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,1,14,32,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,2,32,0,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,2,2,10,1,3,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,2,60,381,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,3,60,321,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,2,20,461,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,3,17,444,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,1,60,261,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,2,20,241,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,3,20,221,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,1,20,424,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,2,57,367,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,3,19,348,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,1,57,164,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,2,57,107,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,3,3,104,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,1,20,328,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,2,19,309,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,3,54,255,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,1,18,86,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,2,18,68,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,3,20,48,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,1,19,236,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,2,20,216,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,3,20,196,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,1,16,32,D
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,2,0,32,MISS
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,3,0,32,MISS
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,1,20,176,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,2,20,156,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,11,2,3,20,136,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,1,16,16,D
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,2,8,8,D
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,0,11,1,3,8,0,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,2,20,421,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,3,60,361,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,2,3,438,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,3,60,378,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,1,20,341,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,2,60,281,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,3,19,262,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,1,20,358,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,2,57,301,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,3,19,282,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,1,60,202,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,2,20,182,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,3,54,128,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,1,60,222,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,2,19,203,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,3,57,146,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,1,18,110,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,2,60,50,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,3,25,25,I
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,1,19,127,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,2,25,102,I
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,12,2,3,20,82,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,1,9,16,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,2,16,0,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,0,12,1,3,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,2,5,436,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,3,60,376,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,1,3,498,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,2,60,438,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,3,20,418,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,1,20,356,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,2,20,336,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,3,20,316,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,1,20,398,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,2,19,379,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,3,60,319,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,1,20,296,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,2,20,276,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,3,20,256,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,1,60,259,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,2,60,199,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,3,20,179,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,1,20,236,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,2,19,217,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,3,57,160,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,1,60,119,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,2,57,62,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,3,30,32,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,1,60,100,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,2,60,40,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,13,1,3,20,20,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,1,32,0,D
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,2,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,1,13,2,3,N/A,0,n/a
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,2,20,421,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,3,60,361,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,2,20,421,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,3,60,361,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,1,60,301,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,2,19,282,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,3,60,222,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,1,20,341,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,2,20,321,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,3,60,261,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,1,20,202,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,2,3,199,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,3,20,179,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,1,20,241,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,2,60,181,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,3,60,121,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,1,20,159,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,2,57,102,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,14,1,3,19,83,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,1,20,101,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,2,51,50,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,1,14,2,3,50,0,BE
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,1,20,481,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,2,19,462,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,3,9,453,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,1,60,441,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,2,20,421,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,3,60,361,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,1,20,433,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,2,19,414,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,3,19,395,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,1,60,301,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,2,60,241,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,3,19,222,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,1,57,338,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,2,19,319,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,3,19,300,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,1,20,202,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,2,60,142,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,3,20,122,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,1,20,280,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,2,20,260,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,3,60,200,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,1,50,72,BE
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,2,16,56,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,3,16,40,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,1,20,180,S
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,2,60,120,TR
Van Gerwen v. Bergh,2023,SF,Van de Bergh,0,2,15,1,3,60,60,TR
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,1,20,20,S
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,2,0,20,MISS
Van Gerwen v. Bergh,2023,SF,Michael Van Gerwen,3,2,15,2,3,0,20,MISS
